,gw,kickoff,team_h,team_a,score_h,score_a,id,time,type,text,playerIds,game_id,time_in_seconds,on_name,off_name,on_id,on_id_freq,off_id,off_id_freq,on_opta_id,off_opta_id,on_fpl_id,off_fpl_id,team_code,team_id,team_short,missing
575,3,"Sat 20 Aug 2022, 17:30 BST",Bournemouth,Arsenal,0,3,1709141,46,substitution,"Substitution, Bournemouth. Jaidon Anthony replaces Marcos Senesi.","[50460, 54989]",74931,2700,Jaidon Anthony,Marcos Senesi,50460,8,54989,2,p444180,p221466,75,576,127,3,BOU,FALSE
578,3,"Sun 21 Aug 2022, 14:00 BST",Leeds United,Chelsea,3,0,1709364,83,substitution,"Substitution, Leeds United. Joe Gelhardt replaces Rodrigo.","[51754, 4095]",74935,4937,Joe Gelhardt,Rodrigo,51754,8,4095,7,p462635,p80954,242,225,9,11,LEE,FALSE
584,3,"Sun 21 Aug 2022, 14:00 BST",Leeds United,Chelsea,3,0,1709325,64,substitution,"Substitution, Chelsea. Christian Pulisic replaces Conor Gallagher.","[15559, 21887]",74935,3786,Christian Pulisic,Conor Gallagher,15559,8,21887,5,p176413,p232787,140,148,4,6,CHE,FALSE
620,4,"Sat 27 Aug 2022, 15:00 BST",Brentford,Everton,1,1,1713213,68,substitution,"Substitution, Brentford. Shandon Baptiste replaces Zanka.","[24773, 7103]",74943,4059,Shandon Baptiste,Zanka,24773,8,7103,2,p432160,p48760,94,595,130,4,BRE,FALSE
623,4,"Sat 27 Aug 2022, 15:00 BST",Brighton and Hove Albion,Leeds United,1,0,1713296,82,substitution,"Substitution, Leeds United. Joe Gelhardt replaces Brenden Aaronson.","[51754, 63289]",74944,4885,Joe Gelhardt,Brenden Aaronson,51754,8,63289,6,p462635,p427637,242,246,9,11,LEE,FALSE
633,4,"Sat 27 Aug 2022, 15:00 BST",Chelsea,Leicester City,2,1,1713252,75,substitution,"Substitution, Chelsea. Christian Pulisic replaces Raheem Sterling.","[15559, 4316]",74945,4474,Christian Pulisic,Raheem Sterling,15559,8,4316,6,p176413,p103955,140,304,4,6,CHE,FALSE
650,4,"Sat 27 Aug 2022, 15:00 BST",Manchester City,Crystal Palace,4,2,1713263,74,substitution,"Substitution, Crystal Palace. Jean-Philippe Mateta replaces Jordan Ayew.","[20874, 5595]",74947,4424,Jean-Philippe Mateta,Jordan Ayew,20874,8,5595,5,p231747,p80146,168,159,6,7,CRY,FALSE
653,4,"Sat 27 Aug 2022, 15:00 BST",Manchester City,Crystal Palace,4,2,1713195,61,substitution,"Substitution, Manchester City. Julián Álvarez replaces Riyad Mahrez.","[52723, 8983]",74947,3643,Julián Álvarez,Riyad Mahrez,52723,8,8983,3,p461358,p103025,319,303,11,13,MCI,FALSE
667,4,"Sun 28 Aug 2022, 14:00 BST",Aston Villa,West Ham United,0,1,1713605,66,substitution,"Substitution, Aston Villa. Emiliano Buendía replaces Philippe Coutinho.","[26408, 4525]",74942,3932,Emiliano Buendía,Philippe Coutinho,26408,8,4525,5,p195546,p84583,42,29,2,2,AVL,FALSE
673,4,"Sun 28 Aug 2022, 14:00 BST",Wolverhampton Wanderers,Newcastle United,1,1,1713641,84,substitution,"Substitution, Wolverhampton Wanderers. Hwang Hee-Chan replaces Pedro Neto.","[20337, 21998]",74950,5000,Hwang Hee-Chan,Pedro Neto,20337,8,21998,6,p184754,p247632,481,486,38,20,WOL,FALSE
690,5,"Tue 30 Aug 2022, 19:30 BST",Crystal Palace,Brentford,1,1,1714468,79,substitution,"Substitution, Brentford. Yoane Wissa replaces Mathias Jensen.","[117497, 49726]",74953,4691,Yoane Wissa,Mathias Jensen,117497,8,49726,10,p216646,p207283,89,88,130,4,BRE,FALSE
707,5,"Tue 30 Aug 2022, 19:45 BST",Southampton,Chelsea,2,1,1714477,66,substitution,"Substitution, Chelsea. Christian Pulisic replaces Kai Havertz.","[15559, 20810]",74960,3947,Christian Pulisic,Kai Havertz,15559,8,20810,7,p176413,p219847,140,145,4,6,CHE,FALSE
713,5,"Tue 30 Aug 2022, 20:00 BST",Leeds United,Everton,1,1,1714362,32,substitution,"Substitution, Leeds United. Joe Gelhardt replaces Rodrigo because of an injury.","[51754, 4095]",74955,1879,Joe Gelhardt,Rodrigo,51754,8,4095,7,p462635,p80954,242,225,9,11,LEE,FALSE
714,5,"Wed 31 Aug 2022, 19:30 BST",Bournemouth,Wolverhampton Wanderers,0,0,1714978,86,substitution,"Substitution, Bournemouth. Jaidon Anthony replaces Ryan Christie.","[50460, 15572]",74952,5150,Jaidon Anthony,Ryan Christie,50460,8,15572,8,p444180,p158499,75,69,127,3,BOU,FALSE
761,6,"Sat 3 Sep 2022, 15:00 BST",Brentford,Leeds United,5,2,1715790,83,substitution,"Substitution, Brentford. Yoane Wissa replaces Bryan Mbeumo.","[117497, 66360]",74962,4939,Yoane Wissa,Bryan Mbeumo,117497,8,66360,11,p216646,p446008,89,95,130,4,BRE,FALSE
786,6,"Sat 3 Sep 2022, 15:00 BST",Nottingham Forest,Bournemouth,2,3,1715811,85,substitution,"Substitution, Bournemouth. Jaidon Anthony replaces Ryan Christie.","[50460, 15572]",74968,5069,Jaidon Anthony,Ryan Christie,50460,8,15572,8,p444180,p158499,75,69,127,3,BOU,FALSE
799,6,"Sat 3 Sep 2022, 15:00 BST",Wolverhampton Wanderers,Southampton,1,0,1715779,82,substitution,"Substitution, Wolverhampton Wanderers. Hwang Hee-Chan replaces Daniel Podence.","[20337, 11362]",74970,4899,Hwang Hee-Chan,Daniel Podence,20337,8,11362,3,p184754,p200600,481,483,38,20,WOL,FALSE
806,6,"Sat 3 Sep 2022, 17:30 BST",Aston Villa,Manchester City,1,1,1715970,90 +1,substitution,"Substitution, Aston Villa. Emiliano Buendía replaces Leon Bailey.","[26408, 20489]",74961,5419,Emiliano Buendía,Leon Bailey,26408,8,20489,8,p195546,p215711,42,45,2,2,AVL,FALSE
831,8,"Fri 16 Sep 2022, 20:00 BST",Aston Villa,Southampton,1,0,1724949,67,substitution,"Substitution, Aston Villa. Emiliano Buendía replaces Leon Bailey.","[26408, 20489]",74981,3987,Emiliano Buendía,Leon Bailey,26408,8,20489,8,p195546,p215711,42,45,2,2,AVL,FALSE
851,8,"Sat 17 Sep 2022, 12:30 BST",Wolverhampton Wanderers,Manchester City,0,3,1725169,71,substitution,"Substitution, Manchester City. Julián Álvarez replaces Bernardo Silva.","[52723, 5067]",74990,4258,Julián Álvarez,Bernardo Silva,52723,8,5067,3,p461358,p165809,319,311,11,13,MCI,FALSE
853,8,"Sat 17 Sep 2022, 12:30 BST",Wolverhampton Wanderers,Manchester City,0,3,1725162,70,substitution,"Substitution, Wolverhampton Wanderers. Hwang Hee-Chan replaces Gonçalo Guedes.","[20337, 11130]",74990,4141,Hwang Hee-Chan,Gonçalo Guedes,20337,8,11130,6,p184754,p181284,481,579,38,20,WOL,FALSE
858,8,"Sat 17 Sep 2022, 15:00 BST",Newcastle United,Bournemouth,1,1,1725620,80,substitution,"Substitution, Bournemouth. Jaidon Anthony replaces Marcus Tavernier.","[50460, 14846]",74987,4763,Jaidon Anthony,Marcus Tavernier,50460,8,14846,5,p444180,p201658,75,535,127,3,BOU,FALSE
873,8,"Sun 18 Sep 2022, 12:00 BST",Brentford,Arsenal,0,3,1726207,76,substitution,"Substitution, Brentford. Yoane Wissa replaces Bryan Mbeumo.","[117497, 66360]",74982,4540,Yoane Wissa,Bryan Mbeumo,117497,8,66360,11,p216646,p446008,89,95,130,4,BRE,FALSE
874,8,"Sun 18 Sep 2022, 12:00 BST",Brentford,Arsenal,0,3,1726190,69,substitution,"Substitution, Brentford. Shandon Baptiste replaces Mathias Jensen because of an injury.","[24773, 49726]",74982,4123,Shandon Baptiste,Mathias Jensen,24773,8,49726,10,p432160,p207283,94,88,130,4,BRE,FALSE
888,9,"Sat 1 Oct 2022, 12:30 BST",Arsenal,Tottenham Hotspur,3,1,1727079,73,substitution,"Substitution, Arsenal. Kieran Tierney replaces Oleksandr Zinchenko.","[12185, 19620]",74991,4347,Kieran Tierney,Oleksandr Zinchenko,12185,8,19620,4,p192895,p206325,8,313,1,1,ARS,FALSE
899,9,"Sat 1 Oct 2022, 15:00 BST",Bournemouth,Brentford,0,0,1727520,61,substitution,"Substitution, Brentford. Yoane Wissa replaces Bryan Mbeumo.","[117497, 66360]",74992,3630,Yoane Wissa,Bryan Mbeumo,117497,8,66360,11,p216646,p446008,89,95,130,4,BRE,FALSE
901,9,"Sat 1 Oct 2022, 15:00 BST",Crystal Palace,Chelsea,1,2,1727684,84,substitution,"Substitution, Chelsea. Christian Pulisic replaces Mason Mount.","[15559, 14580]",74993,5007,Christian Pulisic,Mason Mount,15559,8,14580,6,p176413,p184341,140,142,4,6,CHE,FALSE
902,9,"Sat 1 Oct 2022, 15:00 BST",Crystal Palace,Chelsea,1,2,1727685,84,substitution,"Substitution, Crystal Palace. Jean-Philippe Mateta replaces Odsonne Édouard.","[20874, 16788]",74993,4998,Jean-Philippe Mateta,Odsonne Édouard,20874,8,16788,8,p231747,p199670,168,166,6,7,CRY,FALSE
943,9,"Sun 2 Oct 2022, 14:00 BST",Manchester City,Manchester United,6,3,1728601,75,substitution,"Substitution, Manchester City. Julián Álvarez replaces Kevin De Bruyne.","[52723, 4288]",74998,4474,Julián Álvarez,Kevin De Bruyne,52723,8,4288,5,p461358,p61366,319,301,11,13,MCI,FALSE
955,9,"Sun 2 Oct 2022, 16:30 BST",Leeds United,Aston Villa,0,0,1728822,64,substitution,"Substitution, Aston Villa. Emiliano Buendía replaces Leon Bailey.","[26408, 20489]",74995,3809,Emiliano Buendía,Leon Bailey,26408,8,20489,8,p195546,p215711,42,45,2,2,AVL,FALSE
